trial_id,replicate,epoch,final_epoch_flag,train_loss,val_loss,test_loss,train_mae,val_mae,test_mae,train_rmse,val_rmse,test_rmse,train_r2,val_r2,test_r2,train_mape,val_mape,test_mape,optimizer,learning_rate,batch_size,param_set_id,early_stopped,runtime_seconds
0,0,0,0,0.004944961052387953,0.000573294993955642,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,1,0,0.0002602982276584953,0.00022452320263255388,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,2,0,0.0001842639612732455,0.00019135765614919364,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,3,0,0.0001495528849773109,0.00022806080232840031,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,4,0,0.00016315444372594357,0.00015743581752758473,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,5,0,0.00012473015522118658,0.0001399885513819754,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,6,0,0.00012730817252304405,0.0003067039651796222,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,7,0,0.00011401266965549439,0.00014235878188628703,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,8,0,9.883159509627149e-05,0.00017036785720847547,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,9,0,8.663254993734881e-05,0.00012489438813645393,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,10,0,8.648246875964105e-05,0.0001692020014161244,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,11,0,9.48371016420424e-05,0.00010565218690317124,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,12,0,8.219093433581293e-05,0.00024372692860197276,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,13,0,7.202014239737764e-05,0.00013992731692269444,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,14,0,7.841825572540984e-05,0.00010551451123319566,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,15,0,8.379721839446574e-05,0.00017622698214836419,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,16,0,8.138884004438296e-05,0.0003071381652262062,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,17,0,9.814107033889741e-05,0.00012195773160783574,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,18,0,9.01584789971821e-05,0.00025551722501404583,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,19,1,9.122704796027392e-05,9.634156594984233e-05,0.0,0.14920299499176418,0.05748697458591845,0.16443240277126137,0.006952385369932282,0.009815373525001147,0.01313232351132889,0.9972364271147051,0.9639048462033759,0.9916771616116675,17475492333.661274,0.012759007600708258,0.014728223181342282,adam,0.01,16,55320b7f,False,0.0
0,0,0,0,0.0016290165949612856,0.0010849458631128073,0.0,0.15005176337460938,0.05853720084794215,0.1616545357172216,0.011575709797426524,0.01559718222297251,0.012685058166513632,0.9923387698350125,0.9088561171759609,0.9922344317354774,21859852078.007866,0.02439644087677036,0.014080435503076166,adam,0.01,4,91fa08c7,False,0.0
0,0,1,0,0.0002337299520149827,0.00011505735892569646,0.0,0.15005176337460938,0.05853720084794215,0.1616545357172216,0.011575709797426524,0.01559718222297251,0.012685058166513632,0.9923387698350125,0.9088561171759609,0.9922344317354774,21859852078.007866,0.02439644087677036,0.014080435503076166,adam,0.01,4,91fa08c7,False,0.0
