train_loss,val_loss,test_loss,train_mae,val_mae,test_mae,train_rmse,val_rmse,test_rmse,train_r2,val_r2,test_r2,train_mape,val_mape,test_mape,total_epochs,total_trials,filename
0.0006363666279701377,0.0009372908820791956,0.0,0.14874834974823126,0.05805617238093426,0.16158721790132913,0.007046188886411102,0.0126254914044427,0.02068143564414764,0.9966547821447754,0.9349845714310264,0.9746705550494743,26373724890.445347,0.018311754460002543,0.022111905045583063,20,1,logs/kerasbo_base_lstm_2025-04-23.csv
