trial_id,replicate,epoch,final_epoch_flag,train_loss,val_loss,test_loss,train_mae,val_mae,test_mae,train_rmse,val_rmse,test_rmse,train_r2,val_r2,test_r2,train_mape,val_mape,test_mape,optimizer,learning_rate,dynamic_learning_rate,batch_size,dropout_rate,layers,param_set_id,early_stopped,runtime_seconds,hyeperparameters
trial_1747260983,0,0,0,0.03381625562906265,0.12053602933883667,0.29667791724205017,0.1392797976732254,0.34372490644454956,0.5276071429252625,,,0.5446814850320535,,,-13.317709335364894,,,0.6700757885817713,adagrad,0.0010000000474974513,,,,,manual,False,2.896911859512329,{}
trial_1747260983,0,1,0,0.014768564142286777,0.08542279899120331,0.23075193166732788,0.09962094575166702,0.28852778673171997,0.46290403604507446,,,0.48036647189513176,,,-10.13611457431213,,,0.5852068366619458,adagrad,0.0010000000474974513,,,,,manual,False,4.177119255065918,{}
trial_1747260983,0,2,0,0.013221604749560356,0.07546771317720413,0.20726563036441803,0.09720374643802643,0.2710064947605133,0.43829065561294556,,,0.4552643531249181,,,-9.00266235431603,,,0.553611883381486,adagrad,0.0010000000474974513,,,,,manual,False,5.313355207443237,{}
trial_1747260983,0,3,0,0.012142891995608807,0.06985447555780411,0.19160926342010498,0.09355651587247849,0.2607000768184662,0.42142289876937866,,,0.43773194900624773,,,-8.247084102689945,,,0.5322948161608693,adagrad,0.0010000000474974513,,,,,manual,False,6.4358885288238525,{}
trial_1747260983,0,4,0,0.011142375878989697,0.06213745102286339,0.1725543737411499,0.08907905220985413,0.2457234263420105,0.39961448311805725,,,0.4153966403403097,,,-7.327492979502283,,,0.5044051673329483,adagrad,0.0010000000474974513,,,,,manual,False,7.558288812637329,{}
trial_1747260983,0,5,0,0.010101118125021458,0.05621466413140297,0.15689755976200104,0.08447319269180298,0.2336205691099167,0.38091224431991577,,,0.39610297957772644,,,-6.571894153132392,,,0.4806322738556578,adagrad,0.0010000000474974513,,,,,manual,False,8.69774317741394,{}
trial_1747260983,0,6,0,0.008980551734566689,0.049174871295690536,0.13957247138023376,0.07958932220935822,0.21830172836780548,0.35887864232063293,,,0.37359399577961416,,,-5.735783062265253,,,0.4524120331382834,adagrad,0.0010000000474974513,,,,,manual,False,9.820319890975952,{}
trial_1747260983,0,7,0,0.008029852993786335,0.044655874371528625,0.12691155076026917,0.07545851916074753,0.20794591307640076,0.3421393632888794,,,0.35624645058419546,,,-5.124764687213187,,,0.4312233594760514,adagrad,0.0010000000474974513,,,,,manual,False,10.985099077224731,{}
trial_1747260983,0,8,0,0.007253033109009266,0.03940381854772568,0.11318226158618927,0.07127223163843155,0.19516775012016296,0.32284191250801086,,,0.3364257170753153,,,-4.4621885726305885,,,0.40662819103711734,adagrad,0.0010000000474974513,,,,,manual,False,12.105724334716797,{}
trial_1747260983,0,9,1,0.006635651923716068,0.034281063824892044,0.09985392540693283,0.06776337325572968,0.18183355033397675,0.3029131293296814,,,0.31599671403021234,,,-3.818961413878787,,,0.3811993382224617,adagrad,0.0010000000474974513,,,,,manual,False,13.205312013626099,{}
